age_years,age_years,age_years,age_years,weight_kg,weight_kg,weight_kg,weight_kg
count,mean,median,std,count,mean,median,std
101083,53.33081197498723,58.0,21.277191289189613,20539,76.54651575456424,74.83,27.392366761503197
147324,56.491206223727424,61.0,20.973093344361562,48104,72.08473488302684,70.0,25.736712413220665
